order_id,order_date,planned_delivery,actual_delivery,release,client,region,destination,origin,cargo_type,transport_type,distance_km,weight_kg,revenue,cost_fuel,cost_driver,cost_warehouse,cost_tolls,cost_other,total_cost,profit,status,on_time,in_full,otif
LH-15030,2026-05-01,2026-05-03,2026-05-03,v2.0,ООО «ПримТорг»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Фура,339,5401.0,37738.43,13024.68,8243.95,3282.92,687.9,1477.09,26716.54,11021.89,Доставлен,1,1,1
LH-15031,2026-05-01,2026-05-03,2026-05-07,v2.0,ООО «МебельГрад»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Электроника,Фура,334,1807.0,35140.94,12925.78,23192.86,1473.16,809.19,7888.82,46289.81,-11148.87,Доставлен,0,1,0
LH-15032,2026-05-01,2026-05-03,2026-05-03,v2.0,ООО «ХабЭлектро»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,322,10698.5,32688.19,11026.7,7117.25,6414.3,725.15,301.95,25585.35,7102.84,Доставлен,1,1,1
LH-15033,2026-05-01,2026-05-05,2026-05-05,v2.0,ООО «Модный Дом»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Стройматериалы,Фура,1906,6307.4,137253.98,79309.12,14311.07,2681.93,4445.74,516.6,101264.46,35989.52,Доставлен,1,1,1
LH-15034,2026-05-01,2026-05-04,,v2.0,ООО «АмурСтрой»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,977,4380.4,0.0,0.0,0.0,2450.91,0.0,643.01,3093.92,-3093.92,Отменён,0,0,0
LH-15035,2026-05-01,2026-05-05,2026-05-05,v2.0,ООО «ХабЭлектро»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Продукты питания,Фура,1646,4309.3,154357.62,61872.04,14841.95,2491.18,3944.22,469.88,83619.27,70738.35,Доставлен,1,1,1
LH-15036,2026-05-01,2026-05-03,2026-05-03,v2.0,ООО «ДВ Логистик»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,569,1214.4,71029.44,22654.68,7402.71,944.43,1307.47,630.36,32939.65,38089.79,Доставлен,1,1,1
LH-15037,2026-05-01,2026-05-03,2026-05-03,v2.0,ООО «МебельГрад»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,394,2268.0,45230.44,15403.16,6711.96,1282.57,1069.51,750.72,25217.92,20012.52,Доставлен,1,1,1
LH-15038,2026-05-02,2026-05-05,2026-05-05,v2.0,ООО «ДальФуд»,Приморский край,Владивосток,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,903,2032.7,114649.27,34394.15,11198.47,1575.08,2591.71,1028.99,50788.4,63860.87,Доставлен,1,1,1
LH-15039,2026-05-02,2026-05-06,2026-05-06,v2.0,ООО «ТехноДВ»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,1673,587.7,205853.19,70948.38,14098.02,620.58,4385.47,513.18,90565.63,115287.56,Доставлен,1,1,1
LH-15040,2026-05-02,2026-05-04,2026-05-04,v2.0,ООО «ДальФуд»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Газель,407,800.8,17048.06,5495.27,7478.02,819.9,1132.7,1183.26,16109.15,938.91,Доставлен,1,1,1
LH-15041,2026-05-02,2026-05-04,2026-05-04,v2.0,АО «ВостокМед»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Продукты питания,Фура,492,8974.2,55274.36,19273.26,8294.17,4067.89,1384.8,1498.82,34518.94,20755.42,Доставлен,1,1,1
LH-15042,2026-05-03,2026-05-07,2026-05-07,v2.0,ИП Ковалёв,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Электроника,Газель,1971,762.4,86477.56,30171.8,16215.95,777.31,5903.23,1068.18,54136.47,32341.09,Доставлен,1,1,1
LH-15043,2026-05-03,2026-05-05,2026-05-07,v2.0,ООО «ДВ Логистик»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Мебель,Фура,313,4480.2,31881.05,12303.88,14788.26,2654.05,807.61,3724.65,34278.45,-2397.4,Доставлен,0,1,0
LH-15044,2026-05-04,2026-05-08,2026-05-08,v2.0,ООО «МебельГрад»,Приморский край,Владивосток,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,1305,644.5,154831.23,58087.41,16784.37,738.46,3035.75,445.83,79091.82,75739.41,Доставлен,1,1,1
LH-15045,2026-05-04,2026-05-06,2026-05-06,v2.0,ООО «ДВ Логистик»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Мебель,Фура,537,1563.9,53343.7,18836.52,7734.71,1104.04,1232.87,1244.07,30152.21,23191.49,Доставлен,1,1,1
LH-15046,2026-05-04,2026-05-07,2026-05-07,v2.0,ИП Ковалёв,Приморский край,Владивосток,Комсомольск-на-Амуре,Одежда и обувь,Газель,978,1217.1,37247.99,13309.15,9946.44,864.87,1894.16,446.92,26461.54,10786.45,Доставлен,1,1,1
LH-15047,2026-05-04,2026-05-06,2026-05-06,v2.0,ООО «МебельГрад»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Фура,367,7768.5,39642.45,13877.24,7534.44,3717.06,865.46,634.85,26629.05,13013.4,Доставлен,1,1,1
LH-15048,2026-05-04,2026-05-07,2026-05-07,v2.0,ООО «Модный Дом»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Фура,937,3153.3,78085.38,32537.68,10048.81,1518.78,2723.32,1353.17,48181.76,29903.62,Доставлен,1,1,1
LH-15049,2026-05-04,2026-05-07,2026-05-07,v2.0,ООО «АптекаПлюс»,Приморский край,Владивосток,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,1264,725.0,156720.45,56088.58,10954.99,795.25,3720.77,559.25,72118.84,84601.61,Доставлен,1,1,1
LH-15050,2026-05-04,2026-05-06,2026-05-06,v2.0,ООО «ПримТорг»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Газель,403,754.3,18031.89,6124.65,7197.66,765.14,871.34,313.68,15272.47,2759.42,Доставлен,1,1,1
LH-15051,2026-05-04,2026-05-06,2026-05-06,v2.0,АО «ВостокМед»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,542,461.1,71784.41,23669.63,6568.46,658.14,1267.21,918.14,33081.58,38702.83,Доставлен,1,0,0
LH-15052,2026-05-04,2026-05-07,2026-05-08,v2.0,АО «СахалинСнаб»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1012,2441.8,96830.11,43531.48,15646.8,1404.44,2393.19,5248.7,68224.61,28605.5,Доставлен,0,1,0
LH-15053,2026-05-05,2026-05-07,2026-05-07,v2.0,ИП Ковалёв,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Электроника,Газель,460,682.6,23775.76,6413.3,7210.91,789.2,1294.41,338.14,16045.96,7729.8,Доставлен,1,1,1
LH-15054,2026-05-05,2026-05-08,2026-05-08,v2.0,ИП Ковалёв,Приморский край,Владивосток,Комсомольск-на-Амуре,Одежда и обувь,Фура,852,2075.4,68783.92,29323.79,11660.9,1246.33,2220.02,820.41,45271.45,23512.47,Доставлен,1,1,1
LH-15055,2026-05-05,2026-05-07,2026-05-07,v2.0,ООО «АмурСтрой»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,476,1972.6,48286.42,21572.25,7845.46,1484.0,875.76,523.44,32300.91,15985.51,Доставлен,1,1,1
LH-15056,2026-05-05,2026-05-07,2026-05-11,v2.0,ИП Ковалёв,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Газель,497,356.9,23048.63,6280.41,22190.23,584.57,1145.57,5113.38,35314.16,-12265.53,Доставлен,0,0,0
LH-15057,2026-05-05,2026-05-08,2026-05-08,v2.0,ООО «ХабЭлектро»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,963,7406.3,74305.11,36844.55,9880.5,3961.5,1793.03,1203.23,53682.81,20622.3,Доставлен,1,1,1
LH-15058,2026-05-05,2026-05-08,2026-05-08,v2.0,АО «ВостокМед»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Мебель,Фура,1182,4642.7,99007.8,46911.41,10370.69,2362.57,2595.0,1054.93,63294.6,35713.2,Доставлен,1,1,1
LH-15059,2026-05-05,2026-05-08,2026-05-08,v2.0,ООО «ПримТорг»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Фура,836,6323.8,85085.03,31403.35,10999.6,3349.38,1599.3,311.44,47663.07,37421.96,Доставлен,1,1,1
LH-15060,2026-05-05,2026-05-07,2026-05-07,v2.0,ООО «ДальФуд»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Электроника,Газель,339,766.4,16979.23,4928.36,7413.82,694.28,730.25,1224.53,14991.24,1987.99,Доставлен,1,1,1
LH-15061,2026-05-05,2026-05-09,2026-05-09,v2.0,ООО «МебельГрад»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1402,2304.7,142548.75,62273.08,15784.59,1402.4,3976.04,753.98,84190.09,58358.66,Доставлен,1,1,1
LH-15062,2026-05-06,2026-05-08,2026-05-08,v2.0,ИП Ковалёв,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Контейнер (ж/д),325,29228.1,45205.39,6527.06,6552.29,13833.06,0.0,493.79,27406.2,17799.19,Доставлен,1,0,0
LH-15063,2026-05-06,2026-05-10,2026-05-10,v2.0,ООО «ХабЭлектро»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Стройматериалы,Фура,1605,7874.1,130058.95,66831.14,14843.12,4477.15,4123.08,674.84,90949.33,39109.62,Доставлен,1,1,1
LH-15064,2026-05-06,2026-05-10,2026-05-10,v2.0,ООО «ДВ Логистик»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Стройматериалы,Фура,1511,14388.1,131450.59,63048.78,13321.54,6232.59,4075.38,1137.08,87815.37,43635.22,Доставлен,1,1,1
LH-15065,2026-05-06,2026-05-09,2026-05-09,v2.0,ООО «ДальФуд»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Электроника,Газель,1312,1101.1,53103.21,17733.72,10431.18,790.53,3628.93,883.62,33467.98,19635.23,Доставлен,1,1,1
LH-15066,2026-05-06,2026-05-09,2026-05-13,v2.0,ООО «ПримТорг»,Приморский край,Владивосток,Комсомольск-на-Амуре,Электроника,Газель,944,1109.6,40722.28,12385.37,29076.76,790.03,2504.06,9013.39,53769.61,-13047.33,Доставлен,0,1,0
LH-15067,2026-05-06,2026-05-10,2026-05-10,v2.0,ООО «МебельГрад»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Стройматериалы,Фура,1852,3438.0,153062.37,68404.94,15065.58,1937.59,5109.89,1107.25,91625.25,61437.12,Доставлен,1,1,1
LH-15068,2026-05-06,2026-05-08,2026-05-08,v2.0,ООО «МебельГрад»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Стройматериалы,Фура,636,4779.4,49434.3,25334.15,7543.42,2210.68,1400.99,1407.72,37896.96,11537.34,Доставлен,1,1,1
LH-15069,2026-05-06,2026-05-08,2026-05-08,v2.0,ООО «АптекаПлюс»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,345,4553.1,30938.01,13364.54,6511.16,2918.5,629.21,469.36,23892.77,7045.24,Доставлен,1,1,1
LH-15070,2026-05-07,2026-05-09,2026-05-09,v2.0,ООО «ПримТорг»,Приморский край,Владивосток,Комсомольск-на-Амуре,Одежда и обувь,Газель,849,953.4,35363.44,12035.69,8190.43,846.75,2422.99,760.63,24256.49,11106.95,Доставлен,1,1,1
LH-15071,2026-05-07,2026-05-10,2026-05-10,v2.0,ООО «Модный Дом»,Приморский край,Владивосток,Комсомольск-на-Амуре,Мебель,Фура,845,1845.4,82079.86,31901.65,11631.06,1050.38,1888.22,781.44,47252.75,34827.11,Доставлен,1,1,1
LH-15072,2026-05-07,2026-05-10,2026-05-10,v2.0,ООО «АптекаПлюс»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Стройматериалы,Фура,1041,4696.0,79340.95,42685.97,9988.92,2275.7,2923.96,1382.97,59257.52,20083.43,Доставлен,1,1,1
LH-15073,2026-05-07,2026-05-09,2026-05-09,v2.0,ООО «ПримТорг»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Газель,433,645.2,18334.87,6113.53,7206.99,635.14,922.9,1139.42,16017.98,2316.89,Доставлен,1,1,1
LH-15074,2026-05-07,2026-05-10,2026-05-10,v2.0,ООО «АптекаПлюс»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,1053,7905.9,90570.98,39464.34,11174.35,4937.27,2088.3,400.14,58064.4,32506.58,Доставлен,1,1,1
LH-15075,2026-05-07,2026-05-09,2026-05-09,v2.0,ООО «ХабЭлектро»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Одежда и обувь,Газель,581,662.2,22435.73,7829.76,7644.72,670.58,1485.9,652.62,18283.58,4152.15,Доставлен,1,1,1
LH-15076,2026-05-07,2026-05-09,2026-05-10,v2.0,ООО «ПримТорг»,Приморский край,Владивосток,Комсомольск-на-Амуре,Электроника,Газель,832,1424.2,40044.35,12680.85,9621.3,1065.52,2339.18,2977.2,28684.05,11360.3,Доставлен,0,1,0
LH-15077,2026-05-07,2026-05-12,2026-05-12,v2.0,ООО «Модный Дом»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Стройматериалы,Контейнер (ж/д),1646,12658.1,97177.45,38349.45,16045.85,6759.57,0.0,1220.58,62375.45,34802.0,Доставлен,1,1,1
LH-15078,2026-05-08,2026-05-10,,v2.0,ООО «АптекаПлюс»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,450,7482.5,0.0,0.0,0.0,4358.15,0.0,1316.32,5674.47,-5674.47,Отменён,0,0,0
LH-15079,2026-05-08,2026-05-10,2026-05-11,v2.0,ООО «Модный Дом»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Фура,332,1508.3,33200.06,12941.66,10399.91,1267.35,937.14,2500.16,28046.22,5153.84,Доставлен,0,1,0
LH-15080,2026-05-08,2026-05-11,2026-05-11,v2.0,ООО «АмурСтрой»,Приморский край,Владивосток,Комсомольск-на-Амуре,Электроника,Фура,1264,1750.8,120660.12,49673.48,12566.94,1356.33,2932.6,976.99,67506.34,53153.78,Доставлен,1,1,1
LH-15081,2026-05-08,2026-05-10,2026-05-10,v2.0,ООО «ТехноДВ»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Электроника,Газель,333,531.2,16218.55,5084.08,7270.63,643.07,939.56,1313.8,15251.14,967.41,Доставлен,1,1,1
LH-15082,2026-05-08,2026-05-10,2026-05-10,v2.0,ИП Ковалёв,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Фура,330,1737.2,29310.39,11700.29,6508.54,1424.05,972.62,1261.51,21867.01,7443.38,Доставлен,1,1,1
LH-15083,2026-05-08,2026-05-12,2026-05-12,v2.0,АО «СахалинСнаб»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Продукты питания,Фура,1457,3493.7,122085.46,55861.59,16123.72,1893.95,4501.22,1290.8,79671.28,42414.18,Доставлен,1,1,1
LH-15084,2026-05-08,2026-05-11,2026-05-11,v2.0,ООО «ХабЭлектро»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,898,6482.8,71494.06,33822.86,10208.21,3792.86,1919.59,690.08,50433.6,21060.46,Доставлен,1,1,1
LH-15085,2026-05-08,2026-05-11,2026-05-11,v2.0,ООО «АмурСтрой»,Приморский край,Владивосток,Комсомольск-на-Амуре,Мебель,Фура,1147,7437.3,103169.95,47712.46,10730.6,4335.25,2860.0,1134.6,66772.91,36397.04,Доставлен,1,0,0
LH-15086,2026-05-08,2026-05-12,2026-05-12,v2.0,ООО «Модный Дом»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Медикаменты,Газель,1929,424.3,78682.9,26492.24,14266.32,563.31,5906.08,566.87,47794.82,30888.08,Доставлен,1,1,1
LH-15087,2026-05-09,2026-05-12,2026-05-13,v2.0,ИП Ковалёв,Амурская область,Благовещенск,Комсомольск-на-Амуре,Одежда и обувь,Фура,1066,2180.3,89870.21,42080.61,14146.45,1669.11,2273.26,5712.86,65882.29,23987.92,Доставлен,0,0,0
LH-15088,2026-05-09,2026-05-11,2026-05-11,v2.0,АО «СахалинСнаб»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,403,4540.2,33493.99,15180.98,7148.5,2788.35,774.63,469.42,26361.88,7132.11,Доставлен,1,1,1
LH-15089,2026-05-10,2026-05-12,2026-05-12,v2.0,ООО «МебельГрад»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Мебель,Фура,482,3026.9,44059.68,19856.0,7687.49,1998.57,1335.09,480.43,31357.58,12702.1,Доставлен,1,1,1
LH-15090,2026-05-10,2026-05-13,2026-05-13,v2.0,ООО «ХабЭлектро»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Одежда и обувь,Фура,1262,8005.2,102168.53,48008.59,11157.78,3296.1,3064.69,450.23,65977.39,36191.14,Доставлен,1,0,0
LH-15091,2026-05-11,2026-05-14,2026-05-14,v2.0,АО «СахалинСнаб»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,1306,7933.6,103535.85,51509.27,10843.83,4026.07,3609.29,797.8,70786.26,32749.59,Доставлен,1,1,1
LH-15092,2026-05-11,2026-05-13,2026-05-13,v2.0,ООО «ДВ Логистик»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Фура,324,3224.4,31753.65,13415.01,7555.12,1565.64,646.22,793.62,23975.61,7778.04,Доставлен,1,1,1
LH-15093,2026-05-11,2026-05-13,2026-05-13,v2.0,ООО «ТехноДВ»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Электроника,Газель,552,414.5,24908.26,8208.67,8178.63,559.86,1565.25,582.76,19095.17,5813.09,Доставлен,1,1,1
LH-15094,2026-05-11,2026-05-13,2026-05-13,v2.0,ООО «АмурСтрой»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Мебель,Фура,307,3809.0,30384.55,11158.43,7551.82,2525.89,712.35,394.19,22342.68,8041.87,Доставлен,1,1,1
LH-15095,2026-05-11,2026-05-15,2026-05-15,v2.0,АО «СахалинСнаб»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Мебель,Фура,1578,3614.2,151121.51,56480.62,14694.22,2155.65,2881.9,704.14,76916.53,74204.98,Доставлен,1,1,1
LH-15096,2026-05-11,2026-05-14,2026-05-14,v2.0,АО «СахалинСнаб»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Электроника,Газель,1201,1012.5,56480.95,15672.35,10365.03,982.95,2977.61,726.53,30724.47,25756.48,Доставлен,1,1,1
LH-15097,2026-05-11,2026-05-14,2026-05-15,v2.0,ООО «Модный Дом»,Приморский край,Владивосток,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,1152,288.9,145766.48,53038.82,15987.34,504.81,3379.36,7935.75,80846.08,64920.4,Доставлен,0,1,0
LH-15098,2026-05-11,2026-05-14,2026-05-14,v2.0,ООО «АмурСтрой»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Электроника,Газель,1285,818.7,57378.32,19173.5,12426.64,734.3,2541.33,1130.48,36006.25,21372.07,Доставлен,1,0,0
LH-15099,2026-05-11,2026-05-13,2026-05-13,v2.0,ООО «ПримТорг»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Мебель,Фура,496,2842.3,43150.78,20537.15,6728.0,1699.58,1582.55,1307.69,31854.97,11295.81,Доставлен,1,1,1
LH-15100,2026-05-11,2026-05-14,2026-05-14,v2.0,ООО «ХабЭлектро»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Одежда и обувь,Газель,1080,1156.2,40845.75,14655.79,9957.84,1082.6,2113.38,501.8,28311.41,12534.34,Доставлен,1,1,1
LH-15101,2026-05-12,2026-05-15,2026-05-15,v2.0,ООО «ДальФуд»,Приморский край,Владивосток,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,813,1114.0,89564.49,35076.31,12144.98,812.45,2143.73,1252.9,51430.37,38134.12,Доставлен,1,1,1
LH-15102,2026-05-12,2026-05-14,2026-05-14,v2.0,АО «ВостокМед»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,424,3853.4,49497.13,16170.87,6875.88,2158.2,1198.63,790.86,27194.44,22302.69,Доставлен,1,1,1
LH-15103,2026-05-12,2026-05-15,2026-05-15,v2.0,ООО «АмурСтрой»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1186,5201.4,125417.84,46003.89,9939.99,2642.59,3074.56,1281.63,62942.66,62475.18,Доставлен,1,1,1
LH-15104,2026-05-12,2026-05-14,2026-05-16,v2.0,ООО «АптекаПлюс»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Контейнер (ж/д),423,18987.9,41160.83,10072.65,15189.67,11674.31,0.0,4636.7,41573.33,-412.5,Доставлен,0,1,0
LH-15105,2026-05-12,2026-05-14,2026-05-14,v2.0,ООО «ПримТорг»,Приморский край,Владивосток,Комсомольск-на-Амуре,Электроника,Газель,899,257.3,39921.84,11797.27,7132.2,498.83,2390.95,1047.72,22866.97,17054.87,Доставлен,1,1,1
LH-15106,2026-05-12,2026-05-15,2026-05-15,v2.0,ООО «Модный Дом»,Приморский край,Владивосток,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,832,745.2,108269.45,32043.34,10102.87,739.02,1815.97,327.71,45028.91,63240.54,Доставлен,1,1,1
LH-15107,2026-05-13,2026-05-16,2026-05-16,v2.0,АО «СахалинСнаб»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Фура,889,4213.7,76564.05,30881.65,11441.57,2350.02,2373.42,496.04,47542.7,29021.35,Доставлен,1,1,1
LH-15108,2026-05-13,2026-05-15,2026-05-16,v2.0,ООО «Модный Дом»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,324,9169.6,34074.2,13220.63,10907.75,5899.98,958.26,2399.18,33385.8,688.4,Доставлен,0,1,0
LH-15109,2026-05-13,2026-05-17,2026-05-17,v2.0,ООО «ДВ Логистик»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1368,3570.5,145763.69,62487.76,15234.54,2031.16,2768.08,740.79,83262.33,62501.36,Доставлен,1,1,1
LH-15110,2026-05-13,2026-05-15,2026-05-15,v2.0,ООО «ТехноДВ»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Контейнер (ж/д),336,12794.7,30004.05,7203.42,7809.82,6892.69,0.0,608.17,22514.1,7489.95,Доставлен,1,1,1
LH-15111,2026-05-13,2026-05-15,2026-05-15,v2.0,ООО «ДВ Логистик»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,485,8917.8,45741.8,17571.64,7550.82,3799.42,1093.18,757.6,30772.66,14969.14,Доставлен,1,0,0
LH-15112,2026-05-13,2026-05-15,2026-05-15,v2.0,ООО «ДальФуд»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,346,511.7,40239.11,14915.7,6678.34,606.35,760.76,897.57,23858.72,16380.39,Доставлен,1,1,1
LH-15113,2026-05-13,2026-05-15,2026-05-15,v2.0,ООО «АмурСтрой»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Мебель,Фура,318,1588.5,31965.76,11048.03,7896.06,1317.45,991.59,432.32,21685.45,10280.31,Доставлен,1,1,1
LH-15114,2026-05-13,2026-05-15,2026-05-15,v2.0,АО «ВостокМед»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Мебель,Фура,481,3877.9,48795.13,19472.63,7691.41,2071.22,961.54,1278.56,31475.36,17319.77,Доставлен,1,1,1
LH-15115,2026-05-13,2026-05-15,2026-05-15,v2.0,ИП Ковалёв,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,407,286.2,49963.44,18746.91,7204.06,556.76,814.61,790.31,28112.65,21850.79,Доставлен,1,1,1
LH-15116,2026-05-13,2026-05-16,2026-05-16,v2.0,ООО «ДальФуд»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Электроника,Газель,1277,1200.8,51530.0,17254.78,11841.78,860.29,3022.08,360.16,33339.09,18190.91,Доставлен,1,1,1
LH-15117,2026-05-14,2026-05-16,2026-05-16,v2.0,ООО «ДальФуд»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Электроника,Газель,301,279.5,14760.56,3879.94,8312.06,500.16,573.46,827.15,14092.77,667.79,Доставлен,1,1,1
LH-15118,2026-05-14,2026-05-16,2026-05-16,v2.0,ООО «ХабЭлектро»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,380,1139.6,47748.96,16562.27,8376.55,944.62,1160.17,1130.68,28174.29,19574.67,Доставлен,1,1,1
LH-15119,2026-05-14,2026-05-16,2026-05-16,v2.0,ИП Ковалёв,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,305,405.8,36029.13,13848.39,7257.57,592.19,691.73,1070.3,23460.18,12568.95,Доставлен,1,1,1
LH-15120,2026-05-14,2026-05-16,2026-05-16,v2.0,ООО «ПримТорг»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,378,1013.3,48456.98,16928.45,7314.65,876.34,1041.44,833.69,26994.57,21462.41,Доставлен,1,1,1
LH-15121,2026-05-14,2026-05-17,2026-05-17,v2.0,ООО «ТехноДВ»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,1046,4391.4,84297.99,38613.3,12484.29,2864.74,3301.47,608.3,57872.1,26425.89,Доставлен,1,1,1
LH-15122,2026-05-14,2026-05-17,2026-05-17,v2.0,ООО «АмурСтрой»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Стройматериалы,Фура,1138,9483.2,89107.77,45732.53,11492.55,4233.44,3355.56,1319.34,66133.42,22974.35,Доставлен,1,1,1
LH-15123,2026-05-14,2026-05-16,2026-05-16,v2.0,ООО «ПримТорг»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Фура,446,9576.6,51845.54,15949.34,7338.83,5600.84,815.52,1338.15,31042.68,20802.86,Доставлен,1,0,0
LH-15124,2026-05-14,2026-05-16,2026-05-16,v2.0,АО «СахалинСнаб»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Контейнер (ж/д),300,12850.2,30394.17,7200.74,8155.92,5413.97,0.0,1018.75,21789.38,8604.79,Доставлен,1,1,1
LH-15125,2026-05-15,2026-05-18,2026-05-18,v2.0,АО «СахалинСнаб»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Контейнер (ж/д),827,13276.0,53499.48,18199.11,11506.01,5932.73,0.0,701.77,36339.62,17159.86,Доставлен,1,1,1
LH-15126,2026-05-15,2026-05-17,2026-05-17,v2.0,ИП Ковалёв,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Фура,335,3741.0,35130.45,11752.71,7877.5,2496.1,769.96,392.88,23289.15,11841.3,Доставлен,1,0,0
